schedule_id,departure_station,arrival_station,train_operator,connection_id,departure_time,arrival_time,service_days_bitmap,legs
867,Station J,Station E,CityLink,conn_867,06:14 PM,10:48 PM,32,
868,Station D,Station A,TrainCo,conn_868,10:44 AM,03:11 PM,8,
869,Station E,Station J,ExpressLine,conn_869,01:20 AM,04:23 AM,1,
870,Station D,Station E,CityLink,conn_870,02:01 AM,05:15 AM,4,
871,Station J,Station H,SuperRail,conn_871,08:36 PM,01:18 AM,32,
872,Station D,Station H,ExpressLine,conn_872,05:22 PM,11:31 PM,2,
873,Station G,Station H,FastTrack,conn_873,10:06 PM,04:01 AM,16,
874,Station C,Station H,FastTrack,conn_874,04:26 AM,06:57 AM,2,
875,Station D,Station E,CityLink,conn_875,10:45 AM,01:36 PM,16,
876,Station G,Station A,ExpressLine,conn_876,09:32 PM,12:07 AM,32,
877,Station I,Station H,FastTrack,conn_877,10:20 AM,03:38 PM,8,
878,Station G,Station A,CityLink,conn_878,03:06 PM,07:50 PM,1,
879,Station H,Station I,SuperRail,conn_879,02:06 AM,08:51 AM,1,
880,Station D,Station G,SuperRail,conn_880,07:42 PM,01:02 AM,1,
881,Station G,Station C,TrainCo,conn_881,08:38 AM,12:13 PM,8,
882,Station A,Station C,SuperRail,conn_882,03:14 AM,09:21 AM,64,
883,Station H,Station F,SuperRail,conn_883,08:55 PM,03:23 AM,32,
884,Station B,Station E,ExpressLine,conn_884,04:01 PM,10:05 PM,4,
885,Station G,Station F,CityLink,conn_885,03:19 AM,06:33 AM,4,
886,Station B,Station J,ExpressLine,conn_886,07:04 PM,11:35 PM,8,
887,Station F,Station H,ExpressLine,conn_887,02:03 PM,07:29 PM,64,
888,Station G,Station I,FastTrack,conn_888,03:48 PM,07:24 PM,16,
889,Station D,Station F,ExpressLine,conn_889,05:46 PM,10:42 PM,64,
890,Station A,Station E,FastTrack,conn_890,11:07 AM,03:26 PM,4,
891,Station I,Station D,FastTrack,conn_891,09:47 PM,03:06 AM,4,
892,Station H,Station D,CityLink,conn_892,12:18 PM,06:47 PM,1,
893,Station J,Station I,ExpressLine,conn_893,03:26 PM,06:18 PM,32,
894,Station F,Station E,ExpressLine,conn_894,04:58 PM,10:41 PM,32,
895,Station A,Station C,TrainCo,conn_895,07:14 PM,11:25 PM,8,
896,Station G,Station A,SuperRail,conn_896,03:19 AM,08:24 AM,2,
897,Station H,Station I,ExpressLine,conn_897,01:56 PM,07:26 PM,32,
898,Station H,Station A,TrainCo,conn_898,06:31 PM,12:25 AM,2,
899,Station J,Station I,TrainCo,conn_899,08:47 AM,02:00 PM,16,
900,Station A,Station G,TrainCo,conn_900,02:52 AM,08:13 AM,4,
901,Station E,Station A,ExpressLine,conn_901,03:29 AM,07:45 AM,4,
902,Station C,Station D,CityLink,conn_902,11:52 AM,05:59 PM,4,
903,Station I,Station E,FastTrack,conn_903,07:03 AM,11:14 AM,64,
904,Station C,Station G,SuperRail,conn_904,12:46 PM,03:11 PM,32,
905,Station B,Station D,CityLink,conn_905,07:14 PM,12:42 AM,32,
906,Station I,Station A,ExpressLine,conn_906,02:20 PM,07:23 PM,1,
907,Station D,Station E,CityLink,conn_907,09:21 AM,04:09 PM,32,
908,Station I,Station J,ExpressLine,conn_908,11:44 AM,03:49 PM,2,
909,Station B,Station I,FastTrack,conn_909,01:32 PM,08:28 PM,64,
910,Station G,Station F,TrainCo,conn_910,09:35 AM,04:11 PM,64,
911,Station I,Station B,FastTrack,conn_911,09:09 PM,12:27 AM,32,
912,Station E,Station J,FastTrack,conn_912,01:50 PM,07:42 PM,8,
913,Station I,Station J,CityLink,conn_913,02:24 AM,07:55 AM,64,
914,Station J,Station I,CityLink,conn_914,04:54 AM,06:57 AM,8,
915,Station E,Station I,ExpressLine,conn_915,08:53 AM,11:17 AM,2,
916,Station C,Station A,CityLink,conn_916,01:14 PM,04:38 PM,4,
917,Station D,Station E,CityLink,conn_917,07:09 PM,02:03 AM,32,
918,Station D,Station G,TrainCo,conn_918,12:17 PM,05:35 PM,2,
919,Station F,Station B,ExpressLine,conn_919,12:07 AM,04:47 AM,2,
920,Station H,Station J,FastTrack,conn_920,09:59 AM,03:44 PM,1,
921,Station I,Station C,FastTrack,conn_921,05:40 AM,11:55 AM,32,
922,Station G,Station I,SuperRail,conn_922,10:14 AM,01:18 PM,2,
923,Station F,Station G,CityLink,conn_923,01:24 AM,03:29 AM,16,
924,Station A,Station B,TrainCo,conn_924,03:21 PM,07:59 PM,1,
925,Station J,Station H,TrainCo,conn_925,09:48 AM,03:27 PM,4,
926,Station F,Station B,TrainCo,conn_926,05:25 PM,08:00 PM,8,
927,Station J,Station F,TrainCo,conn_927,12:50 AM,04:54 AM,16,
928,Station J,Station I,ExpressLine,conn_928,01:43 AM,08:24 AM,1,
929,Station B,Station F,ExpressLine,conn_929,07:56 PM,10:31 PM,64,
930,Station F,Station A,SuperRail,conn_930,06:26 PM,10:59 PM,8,
931,Station H,Station A,FastTrack,conn_931,01:55 PM,04:43 PM,1,
932,Station C,Station I,FastTrack,conn_932,01:40 AM,05:13 AM,4,
933,Station I,Station F,TrainCo,conn_933,05:06 PM,11:20 PM,4,
934,Station G,Station C,FastTrack,conn_934,08:17 PM,12:47 AM,8,
935,Station B,Station J,SuperRail,conn_935,03:30 AM,07:01 AM,64,
936,Station G,Station J,FastTrack,conn_936,06:40 AM,01:05 PM,2,
937,Station J,Station F,SuperRail,conn_937,04:30 AM,08:24 AM,64,
938,Station F,Station J,TrainCo,conn_938,03:08 AM,09:16 AM,32,
939,Station I,Station H,CityLink,conn_939,06:10 PM,12:21 AM,32,
940,Station G,Station I,FastTrack,conn_940,03:11 AM,06:08 AM,4,
941,Station F,Station B,TrainCo,conn_941,07:20 PM,12:53 AM,2,
942,Station H,Station J,CityLink,conn_942,05:44 PM,08:11 PM,32,
943,Station J,Station E,ExpressLine,conn_943,09:20 AM,12:11 PM,4,
944,Station H,Station D,TrainCo,conn_944,07:52 AM,11:53 AM,1,
945,Station B,Station F,ExpressLine,conn_945,09:05 AM,03:05 PM,8,
946,Station D,Station G,ExpressLine,conn_946,04:56 PM,07:38 PM,64,
947,Station F,Station A,ExpressLine,conn_947,01:50 PM,05:10 PM,8,
948,Station I,Station E,FastTrack,conn_948,07:36 PM,01:16 AM,64,
949,Station E,Station H,SuperRail,conn_949,04:18 PM,07:07 PM,8,
950,Station J,Station A,FastTrack,conn_950,08:37 AM,01:40 PM,2,
951,Station A,Station F,FastTrack,conn_951,01:41 AM,06:40 AM,16,
952,Station I,Station B,ExpressLine,conn_952,11:03 PM,03:14 AM,64,
953,Station J,Station A,SuperRail,conn_953,02:27 PM,04:42 PM,64,
954,Station B,Station E,SuperRail,conn_954,04:12 PM,06:56 PM,1,
955,Station E,Station B,SuperRail,conn_955,02:57 PM,06:49 PM,4,
956,Station H,Station E,FastTrack,conn_956,12:29 AM,07:20 AM,64,
957,Station G,Station D,SuperRail,conn_957,08:00 AM,10:16 AM,8,
958,Station H,Station D,TrainCo,conn_958,06:23 PM,11:53 PM,8,
959,Station I,Station D,TrainCo,conn_959,03:51 AM,07:32 AM,64,
960,Station B,Station F,CityLink,conn_960,02:01 PM,07:39 PM,16,
961,Station C,Station J,CityLink,conn_961,11:04 AM,05:08 PM,32,
962,Station B,Station D,SuperRail,conn_962,08:20 AM,12:59 PM,4,
963,Station D,Station G,CityLink,conn_963,03:33 AM,06:45 AM,32,
964,Station F,Station D,SuperRail,conn_964,06:05 AM,08:57 AM,8,
965,Station B,Station I,FastTrack,conn_965,03:25 PM,06:53 PM,1,
966,Station G,Station C,SuperRail,conn_966,01:12 PM,05:07 PM,32,
967,Station H,Station J,FastTrack,conn_967,01:58 PM,05:37 PM,32,
968,Station E,Station C,TrainCo,conn_968,02:00 AM,05:56 AM,8,
969,Station J,Station E,FastTrack,conn_969,09:22 AM,12:13 PM,64,
970,Station J,Station E,SuperRail,conn_970,03:26 AM,05:52 AM,2,
971,Station H,Station D,FastTrack,conn_971,12:32 AM,05:05 AM,64,
972,Station B,Station A,FastTrack,conn_972,06:09 PM,12:10 AM,64,
973,Station A,Station J,SuperRail,conn_973,11:34 AM,03:54 PM,2,
974,Station A,Station C,FastTrack,conn_974,03:49 AM,06:55 AM,8,
975,Station G,Station E,ExpressLine,conn_975,07:21 PM,11:15 PM,8,
976,Station J,Station C,FastTrack,conn_976,08:09 PM,10:33 PM,64,
977,Station I,Station G,SuperRail,conn_977,06:12 AM,09:12 AM,4,
978,Station E,Station H,TrainCo,conn_978,05:49 PM,09:50 PM,8,
979,Station E,Station H,FastTrack,conn_979,07:31 AM,11:15 AM,2,
980,Station C,Station F,CityLink,conn_980,11:13 PM,02:51 AM,64,
981,Station B,Station F,CityLink,conn_981,07:14 AM,10:44 AM,32,
982,Station E,Station F,FastTrack,conn_982,09:43 AM,01:22 PM,8,
983,Station G,Station I,TrainCo,conn_983,08:15 PM,10:32 PM,64,
984,Station A,Station B,CityLink,conn_984,04:06 PM,07:17 PM,1,
985,Station H,Station F,CityLink,conn_985,05:38 AM,10:01 AM,16,
986,Station G,Station C,TrainCo,conn_986,09:12 AM,11:50 AM,8,
987,Station E,Station D,FastTrack,conn_987,09:17 AM,02:16 PM,2,
988,Station D,Station E,SuperRail,conn_988,07:58 PM,10:03 PM,4,
989,Station A,Station J,FastTrack,conn_989,12:15 AM,05:41 AM,64,
990,Station G,Station I,CityLink,conn_990,10:46 PM,02:21 AM,2,
991,Station F,Station J,CityLink,conn_991,12:30 AM,07:05 AM,2,
992,Station C,Station H,TrainCo,conn_992,12:50 PM,03:07 PM,2,
993,Station B,Station G,ExpressLine,conn_993,05:09 AM,09:07 AM,16,
994,Station D,Station G,CityLink,conn_994,05:36 PM,10:14 PM,8,
995,Station C,Station G,TrainCo,conn_995,12:22 PM,05:28 PM,4,
996,Station G,Station D,ExpressLine,conn_996,02:06 PM,05:04 PM,2,
997,Station I,Station H,TrainCo,conn_997,06:20 PM,12:26 AM,8,
998,Station H,Station J,SuperRail,conn_998,04:54 PM,11:52 PM,1,
999,Station I,Station E,FastTrack,conn_999,01:43 AM,07:56 AM,16,
1000,Station H,Station A,SuperRail,conn_1000,06:26 AM,08:35 AM,2,
1,Station D,Station C,ExpressLine,conn_1,12:46 AM,06:04 AM,16,
2,Station D,Station J,FastTrack,conn_2,01:58 PM,04:45 PM,64,
3,Station E,Station G,SuperRail,conn_3,06:09 PM,09:22 PM,2,
4,Station D,Station J,TrainCo,conn_4,03:09 AM,06:34 AM,64,
5,Station E,Station J,FastTrack,conn_5,12:21 PM,07:19 PM,2,
6,Station G,Station I,FastTrack,conn_6,08:26 PM,12:07 AM,64,
7,Station C,Station A,CityLink,conn_7,11:57 AM,05:01 PM,1,
8,Station J,Station B,FastTrack,conn_8,12:59 AM,05:43 AM,1,
9,Station A,Station F,FastTrack,conn_9,12:22 AM,07:01 AM,8,
10,Station C,Station J,SuperRail,conn_10,06:44 AM,11:46 AM,2,
11,Station H,Station A,TrainCo,conn_11,12:50 AM,04:48 AM,8,
12,Station D,Station A,TrainCo,conn_12,03:55 PM,09:34 PM,32,
13,Station H,Station I,CityLink,conn_13,10:35 AM,04:40 PM,4,
14,Station J,Station A,ExpressLine,conn_14,11:54 AM,03:47 PM,4,
15,Station J,Station E,FastTrack,conn_15,01:51 AM,07:35 AM,64,
16,Station H,Station F,ExpressLine,conn_16,05:59 AM,12:45 PM,1,
17,Station H,Station E,FastTrack,conn_17,12:01 AM,04:52 AM,4,
18,Station J,Station H,CityLink,conn_18,09:24 PM,02:19 AM,1,
19,Station G,Station I,CityLink,conn_19,03:41 PM,06:52 PM,32,
20,Station E,Station H,CityLink,conn_20,09:28 AM,11:37 AM,32,
21,Station F,Station H,CityLink,conn_21,05:29 AM,10:56 AM,1,
22,Station D,Station C,TrainCo,conn_22,04:45 AM,09:56 AM,2,
23,Station D,Station A,FastTrack,conn_23,05:04 AM,08:09 AM,16,
24,Station C,Station G,SuperRail,conn_24,11:48 AM,02:08 PM,64,
25,Station H,Station G,ExpressLine,conn_25,12:46 AM,06:57 AM,16,
26,Station A,Station I,FastTrack,conn_26,06:17 AM,08:22 AM,4,
27,Station A,Station C,ExpressLine,conn_27,05:54 PM,07:58 PM,64,
28,Station H,Station C,TrainCo,conn_28,09:29 PM,02:05 AM,8,
29,Station G,Station D,FastTrack,conn_29,04:46 AM,07:25 AM,2,
30,Station C,Station E,TrainCo,conn_30,03:39 AM,05:46 AM,16,
31,Station E,Station F,TrainCo,conn_31,05:36 PM,10:36 PM,64,
32,Station I,Station H,ExpressLine,conn_32,12:24 AM,07:05 AM,16,
33,Station C,Station A,TrainCo,conn_33,10:10 PM,01:34 AM,4,
34,Station G,Station D,SuperRail,conn_34,04:59 AM,11:06 AM,16,
35,Station B,Station I,FastTrack,conn_35,08:44 PM,10:44 PM,64,
36,Station I,Station C,ExpressLine,conn_36,02:58 PM,09:03 PM,4,
37,Station F,Station C,ExpressLine,conn_37,11:35 AM,02:34 PM,2,
38,Station H,Station E,TrainCo,conn_38,09:24 AM,02:04 PM,4,
39,Station D,Station H,FastTrack,conn_39,07:51 PM,02:32 AM,64,
40,Station D,Station H,ExpressLine,conn_40,02:15 AM,09:08 AM,4,
41,Station G,Station I,FastTrack,conn_41,04:20 PM,09:16 PM,32,
42,Station G,Station H,FastTrack,conn_42,07:40 AM,11:01 AM,32,
43,Station B,Station F,TrainCo,conn_43,09:07 AM,03:42 PM,8,
44,Station J,Station C,ExpressLine,conn_44,03:24 AM,10:16 AM,8,
45,Station C,Station F,ExpressLine,conn_45,10:04 PM,01:31 AM,4,
46,Station H,Station F,TrainCo,conn_46,10:14 PM,01:41 AM,64,
47,Station H,Station J,FastTrack,conn_47,06:42 AM,12:46 PM,64,
48,Station J,Station D,CityLink,conn_48,03:32 AM,10:03 AM,32,
49,Station G,Station H,FastTrack,conn_49,05:38 PM,11:53 PM,32,
50,Station C,Station F,CityLink,conn_50,01:18 PM,06:23 PM,2,
51,Station C,Station E,ExpressLine,conn_51,04:45 AM,09:44 AM,32,
52,Station E,Station F,ExpressLine,conn_52,06:59 PM,10:33 PM,32,
53,Station I,Station B,SuperRail,conn_53,07:46 AM,12:01 PM,32,
54,Station B,Station J,FastTrack,conn_54,07:07 AM,10:49 AM,2,
55,Station I,Station H,ExpressLine,conn_55,03:46 PM,08:17 PM,64,
56,Station A,Station D,SuperRail,conn_56,08:01 PM,11:10 PM,8,
57,Station F,Station G,SuperRail,conn_57,04:48 PM,11:16 PM,4,
58,Station J,Station I,ExpressLine,conn_58,07:46 PM,10:04 PM,2,
59,Station H,Station G,SuperRail,conn_59,09:46 AM,03:13 PM,64,
60,Station D,Station C,CityLink,conn_60,10:30 AM,12:31 PM,16,
61,Station H,Station G,ExpressLine,conn_61,07:22 AM,11:27 AM,64,
62,Station A,Station B,CityLink,conn_62,05:35 PM,11:17 PM,1,
63,Station D,Station A,SuperRail,conn_63,05:19 PM,11:46 PM,1,
64,Station E,Station J,FastTrack,conn_64,03:32 AM,06:50 AM,64,
65,Station I,Station H,CityLink,conn_65,06:11 AM,09:52 AM,64,
66,Station D,Station B,ExpressLine,conn_66,09:00 PM,03:46 AM,1,
67,Station E,Station D,SuperRail,conn_67,08:12 PM,01:30 AM,8,
68,Station I,Station A,TrainCo,conn_68,11:29 PM,04:27 AM,2,
69,Station B,Station F,SuperRail,conn_69,09:00 PM,03:51 AM,2,
70,Station C,Station F,FastTrack,conn_70,12:32 PM,02:57 PM,64,
71,Station H,Station D,ExpressLine,conn_71,03:30 PM,09:37 PM,1,
72,Station G,Station I,CityLink,conn_72,10:07 AM,02:04 PM,64,
73,Station G,Station D,FastTrack,conn_73,06:12 AM,09:01 AM,8,
74,Station E,Station J,ExpressLine,conn_74,10:31 PM,04:56 AM,1,
75,Station J,Station G,ExpressLine,conn_75,04:36 AM,10:02 AM,64,
76,Station A,Station I,SuperRail,conn_76,01:56 PM,06:08 PM,1,
77,Station A,Station B,CityLink,conn_77,10:46 PM,02:37 AM,64,
78,Station C,Station J,FastTrack,conn_78,11:20 PM,04:59 AM,2,
79,Station G,Station J,CityLink,conn_79,01:18 AM,05:08 AM,32,
80,Station F,Station E,TrainCo,conn_80,02:41 PM,05:34 PM,8,
81,Station C,Station A,ExpressLine,conn_81,01:11 AM,07:15 AM,64,
82,Station H,Station E,FastTrack,conn_82,02:41 PM,08:30 PM,16,
83,Station B,Station G,FastTrack,conn_83,12:30 AM,05:36 AM,64,
84,Station E,Station H,ExpressLine,conn_84,09:16 PM,01:04 AM,16,
85,Station D,Station I,ExpressLine,conn_85,05:19 PM,11:57 PM,1,
86,Station A,Station B,ExpressLine,conn_86,09:52 AM,01:40 PM,64,
87,Station A,Station D,ExpressLine,conn_87,03:20 AM,07:08 AM,16,
88,Station C,Station J,FastTrack,conn_88,06:44 AM,11:37 AM,1,
89,Station C,Station J,SuperRail,conn_89,10:37 PM,01:34 AM,1,
90,Station G,Station E,ExpressLine,conn_90,08:57 AM,01:21 PM,4,
91,Station J,Station E,FastTrack,conn_91,08:35 AM,03:29 PM,8,
92,Station G,Station C,FastTrack,conn_92,07:31 AM,01:00 PM,16,
93,Station B,Station G,ExpressLine,conn_93,05:57 AM,11:27 AM,16,
94,Station J,Station G,TrainCo,conn_94,12:24 AM,07:07 AM,8,
95,Station E,Station G,SuperRail,conn_95,10:14 PM,02:14 AM,2,
96,Station J,Station C,TrainCo,conn_96,04:24 PM,09:32 PM,8,
97,Station B,Station F,TrainCo,conn_97,11:41 AM,01:47 PM,1,
98,Station C,Station E,ExpressLine,conn_98,09:46 PM,01:41 AM,4,
99,Station B,Station J,SuperRail,conn_99,10:06 AM,12:39 PM,2,
100,Station F,Station I,CityLink,conn_100,05:51 AM,11:57 AM,8,
101,Station B,Station I,ExpressLine,conn_101,04:33 AM,10:59 AM,32,
102,Station A,Station B,SuperRail,conn_102,02:47 PM,08:51 PM,32,
103,Station D,Station G,ExpressLine,conn_103,04:07 PM,06:25 PM,16,
104,Station B,Station H,ExpressLine,conn_104,08:24 AM,12:35 PM,64,
105,Station A,Station I,ExpressLine,conn_105,03:42 PM,09:07 PM,1,
106,Station E,Station F,SuperRail,conn_106,02:39 PM,07:11 PM,1,
107,Station D,Station F,FastTrack,conn_107,09:21 AM,02:46 PM,2,
108,Station F,Station I,FastTrack,conn_108,09:04 AM,02:56 PM,1,
109,Station I,Station F,SuperRail,conn_109,07:50 PM,12:16 AM,2,
110,Station B,Station I,SuperRail,conn_110,09:55 AM,02:18 PM,4,
111,Station D,Station G,SuperRail,conn_111,01:00 PM,07:39 PM,4,
112,Station B,Station J,CityLink,conn_112,04:37 AM,08:25 AM,8,
113,Station I,Station G,TrainCo,conn_113,04:08 PM,10:29 PM,16,
114,Station J,Station H,CityLink,conn_114,05:12 PM,10:55 PM,32,
115,Station H,Station A,SuperRail,conn_115,06:20 AM,09:33 AM,1,
116,Station F,Station J,ExpressLine,conn_116,10:05 AM,02:25 PM,2,
117,Station J,Station G,SuperRail,conn_117,11:10 AM,01:39 PM,8,
118,Station H,Station F,TrainCo,conn_118,09:07 AM,12:20 PM,4,
119,Station A,Station E,TrainCo,conn_119,03:27 AM,07:10 AM,64,
120,Station F,Station I,CityLink,conn_120,04:15 PM,10:39 PM,64,
121,Station C,Station G,TrainCo,conn_121,10:00 AM,12:21 PM,32,
122,Station B,Station G,FastTrack,conn_122,09:52 PM,01:44 AM,32,
123,Station J,Station E,SuperRail,conn_123,12:13 AM,05:15 AM,16,
124,Station B,Station A,SuperRail,conn_124,04:07 PM,07:51 PM,2,
125,Station C,Station J,ExpressLine,conn_125,02:07 AM,04:25 AM,32,
126,Station I,Station E,SuperRail,conn_126,09:38 AM,02:17 PM,64,
127,Station J,Station H,CityLink,conn_127,02:43 PM,04:47 PM,8,
128,Station J,Station B,SuperRail,conn_128,06:55 PM,12:33 AM,16,
129,Station D,Station H,SuperRail,conn_129,08:32 PM,01:12 AM,1,
130,Station B,Station I,ExpressLine,conn_130,01:03 AM,03:31 AM,2,
131,Station B,Station D,TrainCo,conn_131,06:29 PM,12:32 AM,64,
132,Station I,Station G,ExpressLine,conn_132,05:50 PM,09:09 PM,64,
133,Station A,Station F,CityLink,conn_133,12:11 AM,06:08 AM,16,
134,Station J,Station H,CityLink,conn_134,10:21 AM,02:25 PM,2,
135,Station E,Station G,TrainCo,conn_135,09:52 AM,02:48 PM,8,
136,Station D,Station F,TrainCo,conn_136,05:07 AM,11:45 AM,16,
137,Station H,Station G,FastTrack,conn_137,02:56 PM,05:53 PM,8,
138,Station J,Station D,SuperRail,conn_138,09:10 PM,01:56 AM,32,
139,Station C,Station J,SuperRail,conn_139,05:29 AM,09:44 AM,1,
140,Station A,Station D,CityLink,conn_140,03:25 PM,07:54 PM,2,
141,Station A,Station F,ExpressLine,conn_141,07:03 PM,09:54 PM,2,
142,Station F,Station E,CityLink,conn_142,10:58 PM,02:51 AM,8,
143,Station G,Station I,FastTrack,conn_143,09:14 AM,12:16 PM,1,
144,Station H,Station C,ExpressLine,conn_144,01:24 PM,07:50 PM,16,
145,Station F,Station I,SuperRail,conn_145,12:06 PM,06:39 PM,1,
146,Station B,Station A,ExpressLine,conn_146,07:02 AM,10:51 AM,4,
147,Station H,Station J,TrainCo,conn_147,10:39 AM,03:37 PM,32,
148,Station E,Station A,SuperRail,conn_148,08:30 AM,11:07 AM,2,
149,Station F,Station J,CityLink,conn_149,07:42 AM,11:51 AM,4,
150,Station B,Station C,SuperRail,conn_150,06:04 PM,10:45 PM,64,
151,Station A,Station I,FastTrack,conn_151,08:42 PM,01:23 AM,1,
152,Station C,Station F,ExpressLine,conn_152,08:03 PM,11:53 PM,32,
153,Station B,Station D,FastTrack,conn_153,08:16 PM,02:35 AM,2,
154,Station C,Station F,CityLink,conn_154,12:55 PM,06:45 PM,64,
155,Station I,Station B,SuperRail,conn_155,10:08 PM,12:20 AM,1,
156,Station I,Station J,TrainCo,conn_156,04:04 PM,10:34 PM,2,
157,Station B,Station H,CityLink,conn_157,02:20 AM,05:22 AM,8,
158,Station I,Station G,TrainCo,conn_158,08:40 PM,01:19 AM,64,
159,Station B,Station E,CityLink,conn_159,10:52 AM,12:54 PM,4,
160,Station I,Station C,ExpressLine,conn_160,07:27 PM,12:33 AM,16,
161,Station A,Station F,CityLink,conn_161,12:16 AM,03:57 AM,4,
162,Station E,Station C,TrainCo,conn_162,03:41 AM,07:50 AM,2,
163,Station A,Station H,ExpressLine,conn_163,03:47 AM,06:40 AM,4,
164,Station G,Station E,FastTrack,conn_164,03:42 AM,08:30 AM,16,
165,Station G,Station F,ExpressLine,conn_165,04:35 PM,09:40 PM,2,
166,Station D,Station J,CityLink,conn_166,05:11 AM,08:05 AM,1,
167,Station E,Station G,CityLink,conn_167,02:10 PM,05:05 PM,32,
168,Station B,Station F,SuperRail,conn_168,05:36 PM,11:29 PM,32,
169,Station B,Station I,ExpressLine,conn_169,12:54 PM,06:06 PM,16,
170,Station H,Station E,TrainCo,conn_170,08:48 PM,12:23 AM,8,
171,Station A,Station J,SuperRail,conn_171,10:37 AM,05:16 PM,64,
172,Station D,Station C,SuperRail,conn_172,03:07 PM,07:32 PM,16,
173,Station B,Station G,SuperRail,conn_173,05:39 PM,07:50 PM,16,
174,Station E,Station F,CityLink,conn_174,04:24 PM,07:42 PM,8,
175,Station J,Station C,SuperRail,conn_175,03:45 PM,09:41 PM,64,
176,Station A,Station G,SuperRail,conn_176,10:26 PM,03:11 AM,2,
177,Station I,Station G,ExpressLine,conn_177,04:10 AM,09:35 AM,64,
178,Station G,Station D,TrainCo,conn_178,11:11 PM,02:40 AM,32,
179,Station F,Station H,ExpressLine,conn_179,10:02 PM,12:31 AM,64,
180,Station J,Station I,TrainCo,conn_180,07:53 AM,01:58 PM,16,
181,Station C,Station A,FastTrack,conn_181,01:35 PM,08:23 PM,8,
182,Station A,Station I,TrainCo,conn_182,08:02 PM,11:54 PM,64,
183,Station H,Station F,TrainCo,conn_183,01:59 AM,08:40 AM,2,
184,Station F,Station J,TrainCo,conn_184,03:07 PM,07:21 PM,4,
185,Station C,Station E,FastTrack,conn_185,02:46 PM,05:38 PM,2,
186,Station I,Station E,FastTrack,conn_186,03:08 AM,09:14 AM,4,
187,Station E,Station C,CityLink,conn_187,05:50 PM,09:05 PM,32,
188,Station D,Station H,FastTrack,conn_188,04:34 AM,07:38 AM,2,
189,Station D,Station G,SuperRail,conn_189,12:49 AM,05:34 AM,16,
190,Station G,Station E,ExpressLine,conn_190,07:22 PM,01:04 AM,16,
191,Station I,Station E,ExpressLine,conn_191,10:55 PM,04:36 AM,4,
192,Station C,Station G,FastTrack,conn_192,07:48 AM,02:01 PM,32,
193,Station D,Station E,ExpressLine,conn_193,03:14 PM,08:33 PM,64,
194,Station J,Station I,CityLink,conn_194,04:11 PM,08:50 PM,16,
195,Station H,Station B,ExpressLine,conn_195,09:17 AM,02:07 PM,64,
196,Station C,Station J,TrainCo,conn_196,09:56 PM,12:22 AM,64,
197,Station D,Station C,CityLink,conn_197,08:57 AM,11:06 AM,4,
198,Station G,Station I,TrainCo,conn_198,06:06 AM,08:11 AM,8,
199,Station B,Station D,ExpressLine,conn_199,07:50 AM,11:22 AM,2,
200,Station C,Station H,ExpressLine,conn_200,01:57 PM,06:34 PM,4,
201,Station G,Station J,CityLink,conn_201,03:31 AM,07:24 AM,16,
202,Station B,Station H,SuperRail,conn_202,03:03 PM,08:12 PM,8,
203,Station J,Station F,ExpressLine,conn_203,09:10 AM,12:22 PM,2,
204,Station J,Station C,TrainCo,conn_204,09:56 PM,12:25 AM,16,
205,Station B,Station A,ExpressLine,conn_205,04:19 PM,10:12 PM,2,
206,Station I,Station H,CityLink,conn_206,12:06 PM,06:22 PM,8,
207,Station H,Station D,CityLink,conn_207,05:15 AM,08:56 AM,4,
208,Station D,Station I,ExpressLine,conn_208,04:18 PM,07:10 PM,4,
209,Station E,Station F,ExpressLine,conn_209,05:46 PM,10:59 PM,64,
210,Station B,Station F,CityLink,conn_210,11:04 PM,05:50 AM,4,
211,Station I,Station C,SuperRail,conn_211,12:17 AM,03:26 AM,8,
212,Station C,Station B,TrainCo,conn_212,06:08 AM,12:13 PM,64,
213,Station B,Station I,FastTrack,conn_213,06:31 PM,10:24 PM,64,
214,Station B,Station A,TrainCo,conn_214,03:28 PM,10:22 PM,64,
215,Station C,Station J,TrainCo,conn_215,07:47 PM,10:03 PM,8,
216,Station B,Station F,FastTrack,conn_216,02:10 PM,08:58 PM,8,
217,Station F,Station C,CityLink,conn_217,10:46 PM,12:57 AM,1,
218,Station B,Station E,SuperRail,conn_218,03:49 AM,09:32 AM,32,
219,Station I,Station A,ExpressLine,conn_219,01:35 PM,07:03 PM,4,
220,Station C,Station B,CityLink,conn_220,09:56 AM,02:23 PM,16,
221,Station A,Station B,TrainCo,conn_221,02:28 PM,06:37 PM,1,
222,Station C,Station A,SuperRail,conn_222,04:21 PM,07:30 PM,4,
223,Station F,Station B,CityLink,conn_223,12:14 AM,06:30 AM,8,
224,Station F,Station I,FastTrack,conn_224,07:17 PM,01:19 AM,64,
225,Station C,Station G,FastTrack,conn_225,10:22 AM,04:47 PM,1,
226,Station E,Station C,FastTrack,conn_226,05:02 AM,11:34 AM,64,
227,Station E,Station F,TrainCo,conn_227,02:14 AM,05:50 AM,2,
228,Station B,Station I,ExpressLine,conn_228,04:30 AM,10:52 AM,8,
229,Station G,Station F,CityLink,conn_229,02:42 AM,08:01 AM,32,
230,Station J,Station E,TrainCo,conn_230,09:21 AM,12:10 PM,16,
231,Station H,Station C,TrainCo,conn_231,06:32 PM,12:40 AM,8,
232,Station H,Station B,SuperRail,conn_232,04:11 PM,07:06 PM,8,
